te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:05:25,0.312,64.214.242.35,42.219.152.246,36014,80,TCP,.A..S.,0,40,2,112,background,64,0,325,1
2016-04-11 00:05:25,0.312,64.214.242.35,42.219.152.246,36015,80,TCP,.A..S.,0,40,2,112,background,112,0,325,0
2016-04-11 00:05:49,62.328,42.219.152.246,78.171.115.5,80,59153,TCP,.AP.S.,0,0,187,278833,background,112,0,349,24
2016-04-11 00:05:49,62.548,78.171.115.5,42.219.152.246,59153,80,TCP,.AP.S.,0,72,102,4935,background,278833,0,349,0
2016-04-11 00:06:19,0.008,42.219.152.246,64.214.242.35,80,36014,TCP,.A...F,0,0,2,104,background,4935,0,379,30
2016-04-11 00:06:19,0.008,42.219.152.246,64.214.242.35,80,36015,TCP,.A...F,0,0,2,104,background,104,0,379,0
2016-04-11 00:06:19,0.312,64.214.242.35,42.219.152.246,36014,80,TCP,.A...F,0,40,2,104,background,104,0,379,0
2016-04-11 00:06:19,0.312,64.214.242.35,42.219.152.246,36015,80,TCP,.A...F,0,40,2,104,background,104,0,379,0
2016-04-11 00:06:21,0.0,176.116.195.149,42.219.152.246,5185,5074,UDP,.A....,0,40,1,441,background,104,0,381,2
2016-04-11 00:06:34,0.0,42.219.152.246,78.171.115.5,80,59153,TCP,.A....,0,0,1,40,background,441,0,394,13
2016-04-11 00:06:34,0.0,78.171.115.5,42.219.152.246,59153,80,TCP,.A....,0,72,1,41,background,40,0,394,0
2016-04-11 00:07:04,0.136,42.219.152.246,194.233.64.214,80,52168,TCP,.AP.S.,0,0,2,393,background,41,0,424,30
2016-04-11 00:07:04,0.26,194.233.64.214,42.219.152.246,52168,80,TCP,.AP.S.,0,0,4,449,background,393,0,424,0
2016-04-11 00:07:04,0.292,42.219.152.246,194.233.64.202,80,51427,TCP,.AP.S.,0,0,6,6932,background,449,0,424,0
2016-04-11 00:07:04,0.424,194.233.64.202,42.219.152.246,51427,80,TCP,.AP.S.,0,0,8,864,background,6932,0,424,0
2016-04-11 00:07:18,2.992,84.181.34.175,42.219.152.246,60559,23,TCP,....S.,0,72,2,120,background,864,0,438,14
2016-04-11 00:07:20,0.0,42.219.152.246,78.171.115.5,80,59153,TCP,.A....,0,0,1,40,background,120,0,440,2
2016-04-11 00:07:20,0.0,78.171.115.5,42.219.152.246,59153,80,TCP,.A....,0,72,1,41,background,40,0,440,0
2016-04-11 00:08:05,0.0,42.219.152.246,78.171.115.5,80,59153,TCP,.A....,0,0,1,40,background,41,0,485,45
2016-04-11 00:08:05,0.0,78.171.115.5,42.219.152.246,59153,80,TCP,.A....,0,72,1,41,background,40,0,485,0
2016-04-11 00:08:37,0.0,56.207.76.118,42.219.152.246,999,53,UDP,.A....,0,40,1,65,background,41,0,517,32
2016-04-11 00:08:50,0.0,42.219.152.246,78.171.115.5,80,59153,TCP,.A....,0,0,1,40,background,65,0,530,13
2016-04-11 00:08:50,0.0,78.171.115.5,42.219.152.246,59153,80,TCP,.A....,0,72,1,41,background,40,0,530,0
2016-04-11 00:09:16,0.004,42.219.152.246,78.171.115.5,80,59153,TCP,.A...F,0,0,2,80,background,41,0,556,26
2016-04-11 00:09:16,0.276,78.171.115.5,42.219.152.246,59153,80,TCP,.A...F,0,72,2,80,background,80,0,556,0
2016-04-11 00:09:19,0.008,42.219.152.246,194.233.64.214,80,52168,TCP,.A...F,0,0,2,104,background,80,0,559,3
2016-04-11 00:09:19,0.132,194.233.64.214,42.219.152.246,52168,80,TCP,.A...F,0,0,2,104,background,104,0,559,0
2016-04-11 00:09:20,0.0,42.219.152.246,194.233.64.202,80,51427,TCP,.A...F,0,0,2,104,background,104,0,560,1
2016-04-11 00:09:20,0.132,194.233.64.202,42.219.152.246,51427,80,TCP,.A...F,0,0,2,104,background,104,0,560,0
2016-04-11 00:10:36,0.0,78.71.64.22,42.219.152.246,59117,22,TCP,....S.,0,8,1,48,background,104,0,636,76
2016-04-11 00:12:08,0.0,79.247.146.13,42.219.152.246,0,1831,ICMP,.A....,0,0,1,76,background,48,0,728,92
2016-04-11 00:13:44,0.0,192.253.239.77,42.219.152.246,52880,2222,TCP,....S.,0,72,1,40,background,76,0,824,96
2016-04-11 00:14:49,10.004,42.219.152.246,60.11.248.157,3510,123,UDP,.A....,0,0,3,228,background,40,0,889,65
2016-04-11 00:15:17,0.0,106.150.228.141,42.219.152.246,19496,80,TCP,....S.,0,42,1,48,background,228,0,917,28
2016-04-11 00:15:18,0.556,106.150.228.141,42.219.152.246,19496,80,TCP,.AP..F,0,40,6,536,background,48,0,918,1
2016-04-11 00:15:18,0.556,42.219.152.246,106.150.228.141,80,19496,TCP,.AP.SF,0,0,8,6099,background,536,0,918,0
2016-04-11 00:15:33,0.092,42.219.152.246,133.54.84.209,80,46057,TCP,.AP.SF,0,0,4,512,background,6099,0,933,15
2016-04-11 00:15:33,0.096,133.54.84.209,42.219.152.246,46057,80,TCP,.AP.SF,0,40,5,444,background,512,0,933,0
2016-04-11 00:15:34,0.096,133.54.84.209,42.219.152.246,47556,80,TCP,.AP.SF,0,40,5,786,background,444,0,934,1
2016-04-11 00:15:34,0.096,42.219.152.246,133.54.84.209,80,47556,TCP,.AP.SF,0,0,4,512,background,786,0,934,0
2016-04-11 00:15:39,0.092,42.219.152.246,133.54.84.209,80,52509,TCP,.AP.SF,0,0,4,512,background,512,0,939,5
2016-04-11 00:15:39,0.096,133.54.84.209,42.219.152.246,52509,80,TCP,.AP.SF,0,40,5,810,background,512,0,939,0
2016-04-11 00:16:00,0.0,246.183.3.40,42.219.152.246,47935,3306,TCP,....S.,0,40,1,40,background,810,0,960,21
2016-04-11 00:16:34,8.968,136.35.60.13,42.219.152.246,2838,25,TCP,....S.,0,40,3,156,background,40,0,994,34
2016-04-11 00:18:21,0.0,204.223.22.109,42.219.152.246,46681,5003,TCP,....S.,0,0,1,40,background,156,0,1101,107
2016-04-11 00:21:36,0.0,42.9.7.17,42.219.152.246,3128,445,TCP,....S.,0,72,1,48,background,40,0,1296,195
2016-04-11 00:21:46,15.036,248.3.133.202,42.219.152.246,38100,23,TCP,....S.,0,72,5,300,background,48,0,1306,10
2016-04-11 00:22:54,0.0,176.116.195.149,42.219.152.246,5218,5075,UDP,.A....,0,40,1,441,background,300,0,1374,68
2016-04-11 00:26:19,0.388,42.219.152.246,185.86.193.164,80,50300,TCP,.AP.SF,0,0,4,493,background,441,0,1579,205
2016-04-11 00:26:19,0.392,185.86.193.164,42.219.152.246,50300,80,TCP,.AP.SF,0,72,6,473,background,493,0,1579,0
2016-04-11 00:27:14,0.0,33.12.117.59,42.219.152.246,5484,5580,UDP,.A....,0,0,1,440,background,473,0,1634,55
2016-04-11 00:28:05,0.0,217.231.240.54,42.219.152.246,39255,2121,TCP,....S.,0,40,1,40,background,440,0,1685,51
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.152.246,5060,5060,UDP,.A....,0,0,1,445,background,40,0,1690,5
2016-04-11 00:28:11,0.728,42.219.152.246,75.179.204.111,80,12877,TCP,.AP.SF,0,0,4,470,background,445,0,1691,1
2016-04-11 00:28:11,0.728,75.179.204.111,42.219.152.246,12877,80,TCP,.AP.SF,0,72,6,439,background,470,0,1691,0
2016-04-11 00:28:18,0.0,106.150.228.141,42.219.152.246,25467,80,TCP,....S.,0,42,1,48,background,439,0,1698,7
2016-04-11 00:28:19,0.552,42.219.152.246,106.150.228.141,80,25467,TCP,.AP.SF,0,0,7,5515,background,48,0,1699,1
2016-04-11 00:28:19,0.556,106.150.228.141,42.219.152.246,25467,80,TCP,.AP..F,0,40,6,541,background,5515,0,1699,0
2016-04-11 00:28:49,0.732,42.219.152.246,75.179.204.91,80,45310,TCP,.AP.SF,0,0,4,470,background,541,0,1729,30
2016-04-11 00:28:49,0.732,75.179.204.91,42.219.152.246,45310,80,TCP,.AP.SF,0,72,6,439,background,470,0,1729,0
2016-04-11 00:29:23,0.156,42.219.152.246,194.233.64.25,80,46658,TCP,.AP.S.,0,0,2,281,background,439,0,1763,34
2016-04-11 00:29:23,0.28800000000000003,194.233.64.25,42.219.152.246,46658,80,TCP,.AP.S.,0,0,4,748,background,281,0,1763,0
2016-04-11 00:29:53,0.0,106.150.228.220,42.219.152.246,6035,80,TCP,....S.,0,42,1,48,background,748,0,1793,30
2016-04-11 00:30:01,7.484,106.150.228.220,42.219.152.246,6035,80,TCP,.AP..F,0,40,743,30024,background,48,0,1801,8
2016-04-11 00:30:01,7.484,42.219.152.246,106.150.228.220,80,6035,TCP,.AP.SF,0,0,1459,2123601,background,30024,0,1801,0
2016-04-11 00:30:36,2.832,64.169.58.61,42.219.152.246,1652,445,TCP,....S.,0,40,2,96,background,2123601,0,1836,35
2016-04-11 00:31:38,0.008,42.219.152.246,194.233.64.25,80,46658,TCP,.A...F,0,0,2,104,background,96,0,1898,62
2016-04-11 00:31:39,0.14400000000000002,194.233.64.25,42.219.152.246,46658,80,TCP,.A...F,0,0,2,104,background,104,0,1899,1
2016-04-11 00:33:40,0.0,56.207.76.118,42.219.152.246,999,53,UDP,.A....,0,40,1,65,background,104,0,2020,121
2016-04-11 00:35:26,0.028,220.21.179.75,42.219.152.246,80,3514,TCP,.AP.SF,0,8,6,4517,background,65,0,2126,106
2016-04-11 00:35:26,0.028,42.219.152.246,220.21.179.75,3514,80,TCP,.AP.SF,0,0,6,503,background,4517,0,2126,0
2016-04-11 00:35:26,0.14,220.21.179.75,42.219.152.246,80,3513,TCP,.AP.SF,0,8,6,4517,background,503,0,2126,0
2016-04-11 00:35:26,0.14400000000000002,42.219.152.246,220.21.179.75,3513,80,TCP,.AP.SF,0,0,6,503,background,4517,0,2126,0
2016-04-11 00:35:30,0.24,42.219.152.246,168.253.164.96,80,38415,TCP,.AP.SF,0,0,4,493,background,503,0,2130,4
2016-04-11 00:35:30,0.248,168.253.164.96,42.219.152.246,38415,80,TCP,.AP.SF,0,40,5,480,background,493,0,2130,0
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.152.246,9090,22,TCP,....S.,0,40,1,40,background,480,0,2149,19
2016-04-11 00:37:35,0.0,106.150.228.140,42.219.152.246,12477,80,TCP,....S.,0,42,1,48,background,40,0,2255,106
2016-04-11 00:37:35,0.544,106.150.228.140,42.219.152.246,12477,80,TCP,.AP..F,0,40,6,509,background,48,0,2255,0
2016-04-11 00:37:35,0.544,42.219.152.246,106.150.228.140,80,12477,TCP,.AP.SF,0,0,7,5395,background,509,0,2255,0
2016-04-11 00:38:12,1.348,42.219.152.246,64.133.103.156,80,48430,TCP,.AP.S.,0,0,78,110816,background,5395,0,2292,37
2016-04-11 00:38:12,1.492,42.219.152.246,64.133.103.156,80,48429,TCP,.AP.S.,0,0,146,210325,background,110816,0,2292,0
2016-04-11 00:38:12,1.636,64.133.103.156,42.219.152.246,48430,80,TCP,.AP.S.,0,0,80,4782,background,210325,0,2292,0
2016-04-11 00:38:13,1.724,64.133.103.156,42.219.152.246,48429,80,TCP,.AP.S.,0,0,148,8318,background,4782,0,2293,1
2016-04-11 00:38:45,0.396,42.219.152.246,32.125.110.208,80,36154,TCP,.AP.SF,0,0,4,512,background,8318,0,2325,32
2016-04-11 00:38:45,0.58,32.125.110.208,42.219.152.246,36154,80,TCP,.AP.SF,0,40,6,542,background,512,0,2325,0
2016-04-11 00:39:26,0.0,176.116.195.149,42.219.152.246,5137,5065,UDP,.A....,0,40,1,437,background,542,0,2366,41
2016-04-11 00:40:02,0.0,42.219.152.246,64.133.103.156,80,48429,TCP,.A...F,0,0,2,104,background,437,0,2402,36
2016-04-11 00:40:02,0.0,42.219.152.246,64.133.103.156,80,48430,TCP,.A...F,0,0,2,104,background,104,0,2402,0
2016-04-11 00:40:02,0.208,64.133.103.156,42.219.152.246,48429,80,TCP,.A...F,0,0,2,104,background,104,0,2402,0
2016-04-11 00:40:02,0.21600000000000005,64.133.103.156,42.219.152.246,48430,80,TCP,.A...F,0,0,2,104,background,104,0,2402,0
2016-04-11 00:42:05,0.0,42.219.152.246,64.240.168.85,80,51042,TCP,.A..S.,0,0,1,52,background,104,0,2525,123
2016-04-11 00:42:05,0.264,64.240.168.85,42.219.152.246,51042,80,TCP,.A..S.,0,72,2,92,background,52,0,2525,0
2016-04-11 00:42:06,1.736,42.219.152.246,64.240.168.85,80,51041,TCP,.AP.S.,0,0,26,35748,background,92,0,2526,1
2016-04-11 00:42:06,2.004,64.240.168.85,42.219.152.246,51041,80,TCP,.AP.S.,0,72,16,1015,background,35748,0,2526,0
2016-04-11 00:42:08,0.0,79.247.146.13,42.219.152.246,0,1831,ICMP,.A....,0,0,1,76,background,1015,0,2528,2
2016-04-11 00:42:23,0.0,42.219.152.246,64.240.168.85,80,51042,TCP,.A...F,0,0,2,80,background,76,0,2543,15
2016-04-11 00:42:23,0.264,64.240.168.85,42.219.152.246,51042,80,TCP,.A...F,0,72,2,80,background,80,0,2543,0
2016-04-11 00:42:51,0.0,42.219.152.246,64.240.168.85,80,51041,TCP,.A....,0,0,1,40,background,80,0,2571,28
2016-04-11 00:42:51,0.0,64.240.168.85,42.219.152.246,51041,80,TCP,.A....,0,72,1,41,background,40,0,2571,0
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.152.246,6000,3306,TCP,....S.,0,40,1,40,background,41,0,2584,13
2016-04-11 00:43:04,0.64,42.219.152.246,168.253.164.101,80,38570,TCP,.AP.SF,0,0,6,4527,background,40,0,2584,0
2016-04-11 00:43:04,0.644,168.253.164.101,42.219.152.246,38570,80,TCP,.AP.SF,0,40,8,633,background,4527,0,2584,0
2016-04-11 00:43:37,0.0,42.219.152.246,64.240.168.85,80,51041,TCP,.A....,0,0,1,40,background,633,0,2617,33
2016-04-11 00:43:37,0.0,64.240.168.85,42.219.152.246,51041,80,TCP,.A....,0,72,1,41,background,40,0,2617,0
2016-04-11 00:44:10,0.0,42.219.152.246,32.100.20.28,80,41478,TCP,.A..S.,0,0,1,44,background,41,0,2650,33
2016-04-11 00:44:10,0.136,32.100.20.28,42.219.152.246,41478,80,TCP,...RS.,0,40,3,120,background,44,0,2650,0
2016-04-11 00:44:22,0.0,42.219.152.246,64.240.168.85,80,51041,TCP,.A....,0,0,1,40,background,120,0,2662,12
2016-04-11 00:44:22,0.0,64.240.168.85,42.219.152.246,51041,80,TCP,.A....,0,72,1,41,background,40,0,2662,0
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.152.246,20000,53,UDP,.A....,0,40,1,69,background,41,0,2681,19
2016-04-11 00:45:00,0.0,60.133.101.194,42.219.152.246,5145,5060,UDP,.A....,0,40,1,441,background,69,0,2700,19
2016-04-11 00:45:07,0.0,42.219.152.246,64.240.168.85,80,51041,TCP,.A....,0,0,1,40,background,441,0,2707,7
2016-04-11 00:45:07,0.0,64.240.168.85,42.219.152.246,51041,80,TCP,.A....,0,72,1,41,background,40,0,2707,0
2016-04-11 00:45:53,0.0,42.219.152.246,64.240.168.85,80,51041,TCP,.A....,0,0,1,40,background,41,0,2753,46
2016-04-11 00:45:53,0.0,64.240.168.85,42.219.152.246,51041,80,TCP,.A....,0,72,1,41,background,40,0,2753,0
2016-04-11 00:46:38,0.0,42.219.152.246,64.240.168.85,80,51041,TCP,.A....,0,0,1,40,background,41,0,2798,45
2016-04-11 00:46:38,0.0,64.240.168.85,42.219.152.246,51041,80,TCP,.A....,0,72,1,41,background,40,0,2798,0
2016-04-11 00:47:13,0.0,42.219.152.246,64.240.168.85,80,51041,TCP,.A...F,0,0,2,80,background,41,0,2833,35
2016-04-11 00:47:13,0.32,64.240.168.85,42.219.152.246,51041,80,TCP,.A...F,0,72,2,80,background,80,0,2833,0
2016-04-11 00:47:45,1.876,42.219.152.246,77.232.66.40,80,20058,TCP,.AP.S.,0,0,140,208333,background,80,0,2865,32
2016-04-11 00:47:45,2.12,77.232.66.40,42.219.152.246,20058,80,TCP,.AP.S.,0,40,74,3381,background,208333,0,2865,0
2016-04-11 00:47:50,0.0,82.167.246.233,42.219.152.246,41620,1900,UDP,.A....,0,0,1,125,background,3381,0,2870,5
2016-04-11 00:48:30,0.0,42.219.152.246,77.232.66.40,80,20058,TCP,.A....,0,0,1,40,background,125,0,2910,40
2016-04-11 00:48:30,0.0,77.232.66.40,42.219.152.246,20058,80,TCP,.A....,0,40,1,41,background,40,0,2910,0
2016-04-11 00:49:15,0.0,42.219.152.246,77.232.66.40,80,20058,TCP,.A....,0,0,1,40,background,41,0,2955,45
2016-04-11 00:49:15,0.0,77.232.66.40,42.219.152.246,20058,80,TCP,.A....,0,40,1,41,background,40,0,2955,0
2016-04-11 00:50:00,0.0,42.219.152.246,77.232.66.40,80,20058,TCP,.A....,0,0,1,40,background,41,0,3000,45
2016-04-11 00:50:00,0.0,77.232.66.40,42.219.152.246,20058,80,TCP,.A....,0,40,1,41,background,40,0,3000,0
2016-04-11 00:50:45,0.0,42.219.152.246,77.232.66.40,80,20058,TCP,.A....,0,0,1,40,background,41,0,3045,45
2016-04-11 00:50:45,0.0,77.232.66.40,42.219.152.246,20058,80,TCP,.A....,0,40,1,41,background,40,0,3045,0
2016-04-11 00:51:01,0.0,73.241.116.113,42.219.152.246,39949,445,TCP,....S.,0,40,1,52,background,41,0,3061,16
2016-04-11 00:51:31,0.0,42.219.152.246,77.232.66.40,80,20058,TCP,.A....,0,0,1,40,background,52,0,3091,30
2016-04-11 00:51:31,0.0,77.232.66.40,42.219.152.246,20058,80,TCP,.A....,0,40,1,41,background,40,0,3091,0
2016-04-11 00:52:16,0.0,42.219.152.246,77.232.66.40,80,20058,TCP,.A....,0,0,1,40,background,41,0,3136,45
2016-04-11 00:52:16,0.0,77.232.66.40,42.219.152.246,20058,80,TCP,.A....,0,40,1,41,background,40,0,3136,0
2016-04-11 00:52:46,0.0,42.219.152.246,77.232.66.40,80,20058,TCP,.A...F,0,0,2,80,background,41,0,3166,30
2016-04-11 00:52:46,0.24,77.232.66.40,42.219.152.246,20058,80,TCP,.A...F,0,40,2,80,background,80,0,3166,0
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.152.246,5068,5060,UDP,.A....,0,40,1,441,background,80,0,3167,1
2016-04-11 00:53:05,3.008,99.75.139.9,42.219.152.246,42709,23,TCP,....S.,0,72,2,104,background,441,0,3185,18
2016-04-11 00:54:03,3.052,37.153.225.70,42.219.152.246,36008,23,TCP,....S.,0,72,2,104,background,104,0,3243,58
2016-04-11 00:55:58,0.0,176.116.195.149,42.219.152.246,5090,6000,UDP,.A....,0,40,1,440,background,104,0,3358,115
2016-04-11 00:57:15,3.204,200.50.80.12,42.219.152.246,43009,445,TCP,....S.,0,72,2,96,background,440,0,3435,77
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.152.246,38002,8080,TCP,....S.,0,40,1,40,background,96,0,3506,71
2016-04-11 01:00:04,10.0,42.219.152.246,60.11.248.157,3518,123,UDP,.A....,0,0,3,228,background,40,1,3604,98
2016-04-11 01:02:53,3.02,80.22.192.127,42.219.152.246,53521,23,TCP,....S.,0,72,2,104,background,228,1,3773,169
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.152.246,20001,53,UDP,.A....,0,40,1,69,background,104,1,3830,57
2016-04-11 01:05:16,0.132,42.219.152.246,194.233.64.39,80,38376,TCP,.AP.S.,0,0,2,419,background,69,1,3916,86
2016-04-11 01:05:16,0.264,194.233.64.39,42.219.152.246,38376,80,TCP,.AP.S.,0,0,4,442,background,419,1,3916,0
2016-04-11 01:05:17,0.128,42.219.152.246,194.233.64.45,80,54121,TCP,.AP.S.,0,0,2,399,background,442,1,3917,1
2016-04-11 01:05:17,0.256,194.233.64.45,42.219.152.246,54121,80,TCP,.AP.S.,0,0,4,493,background,399,1,3917,0
2016-04-11 01:07:13,0.604,204.105.244.228,42.219.152.246,43142,80,TCP,.AP.SF,0,72,6,454,background,493,1,4033,116
2016-04-11 01:07:13,0.604,42.219.152.246,204.105.244.228,80,43142,TCP,.AP.SF,0,0,5,564,background,454,1,4033,0
2016-04-11 01:07:32,0.0,42.219.152.246,194.233.64.45,80,54121,TCP,.A...F,0,0,2,104,background,564,1,4052,19
2016-04-11 01:07:32,0.004,42.219.152.246,194.233.64.39,80,38376,TCP,.A...F,0,0,2,104,background,104,1,4052,0
2016-04-11 01:07:32,0.124,194.233.64.45,42.219.152.246,54121,80,TCP,.A...F,0,0,2,104,background,104,1,4052,0
2016-04-11 01:07:32,0.128,194.233.64.39,42.219.152.246,38376,80,TCP,.A...F,0,0,2,104,background,104,1,4052,0
2016-04-11 01:07:48,0.0,217.156.57.81,42.219.152.246,6764,5061,UDP,.A....,0,40,1,434,background,104,1,4068,16
2016-04-11 01:07:48,0.0,217.156.57.81,42.219.152.246,6764,5062,UDP,.A....,0,40,1,434,background,434,1,4068,0
2016-04-11 01:07:48,0.0,217.156.57.81,42.219.152.246,6764,5063,UDP,.A....,0,40,1,434,background,434,1,4068,0
2016-04-11 01:07:49,0.0,217.156.57.81,42.219.152.246,6764,5064,UDP,.A....,0,40,1,434,background,434,1,4069,1
2016-04-11 01:07:50,0.0,217.156.57.81,42.219.152.246,6764,5065,UDP,.A....,0,40,1,434,background,434,1,4070,1
2016-04-11 01:07:50,0.0,217.156.57.81,42.219.152.246,6764,5066,UDP,.A....,0,40,1,434,background,434,1,4070,0
2016-04-11 01:07:50,0.0,217.156.57.81,42.219.152.246,6764,5067,UDP,.A....,0,40,1,434,background,434,1,4070,0
2016-04-11 01:07:50,0.0,217.156.57.81,42.219.152.246,6764,5068,UDP,.A....,0,40,1,434,background,434,1,4070,0
2016-04-11 01:07:50,0.0,217.156.57.81,42.219.152.246,6764,5069,UDP,.A....,0,40,1,433,background,434,1,4070,0
2016-04-11 01:07:50,0.0,217.156.57.81,42.219.152.246,6764,5070,UDP,.A....,0,40,1,434,background,433,1,4070,0
2016-04-11 01:07:50,0.0,217.156.57.81,42.219.152.246,6764,5071,UDP,.A....,0,40,1,431,background,434,1,4070,0
2016-04-11 01:07:51,0.0,217.156.57.81,42.219.152.246,6764,5072,UDP,.A....,0,40,1,433,background,431,1,4071,1
2016-04-11 01:07:51,0.0,217.156.57.81,42.219.152.246,6764,5073,UDP,.A....,0,40,1,434,background,433,1,4071,0
2016-04-11 01:07:51,0.0,217.156.57.81,42.219.152.246,6764,5074,UDP,.A....,0,40,1,431,background,434,1,4071,0
2016-04-11 01:07:51,0.0,217.156.57.81,42.219.152.246,6764,5075,UDP,.A....,0,40,1,434,background,431,1,4071,0
2016-04-11 01:07:52,0.0,217.156.57.81,42.219.152.246,6764,5076,UDP,.A....,0,40,1,434,background,434,1,4072,1
2016-04-11 01:07:52,0.0,217.156.57.81,42.219.152.246,6764,5077,UDP,.A....,0,40,1,435,background,434,1,4072,0
2016-04-11 01:07:52,0.0,217.156.57.81,42.219.152.246,6764,5078,UDP,.A....,0,40,1,434,background,435,1,4072,0
2016-04-11 01:07:52,0.0,217.156.57.81,42.219.152.246,6764,5079,UDP,.A....,0,40,1,435,background,434,1,4072,0
2016-04-11 01:07:52,0.0,217.156.57.81,42.219.152.246,6764,5080,UDP,.A....,0,40,1,432,background,435,1,4072,0
2016-04-11 01:07:52,0.0,217.156.57.81,42.219.152.246,6764,5081,UDP,.A....,0,40,1,434,background,432,1,4072,0
2016-04-11 01:07:53,0.0,217.156.57.81,42.219.152.246,6764,5082,UDP,.A....,0,40,1,434,background,434,1,4073,1
2016-04-11 01:07:53,0.0,217.156.57.81,42.219.152.246,6764,5083,UDP,.A....,0,40,1,433,background,434,1,4073,0
2016-04-11 01:07:53,0.0,217.156.57.81,42.219.152.246,6764,5084,UDP,.A....,0,40,1,434,background,433,1,4073,0
2016-04-11 01:07:53,0.0,217.156.57.81,42.219.152.246,6764,5085,UDP,.A....,0,40,1,433,background,434,1,4073,0
2016-04-11 01:07:53,0.0,217.156.57.81,42.219.152.246,6764,5086,UDP,.A....,0,40,1,434,background,433,1,4073,0
2016-04-11 01:07:53,0.0,217.156.57.81,42.219.152.246,6764,5087,UDP,.A....,0,40,1,433,background,434,1,4073,0
2016-04-11 01:07:53,0.0,217.156.57.81,42.219.152.246,6764,5088,UDP,.A....,0,40,1,434,background,433,1,4073,0
2016-04-11 01:07:54,0.0,217.156.57.81,42.219.152.246,6764,5089,UDP,.A....,0,40,1,434,background,434,1,4074,1
2016-04-11 01:07:54,0.0,217.156.57.81,42.219.152.246,6764,5090,UDP,.A....,0,40,1,434,background,434,1,4074,0
2016-04-11 01:09:00,0.0,106.150.228.86,42.219.152.246,7038,80,TCP,....S.,0,42,1,48,background,434,1,4140,66
2016-04-11 01:09:00,0.188,106.150.228.86,42.219.152.246,7038,80,TCP,.AP..F,0,40,4,436,background,48,1,4140,0
2016-04-11 01:09:00,0.36,42.219.152.246,106.150.228.86,80,7038,TCP,.AP.SF,0,0,4,441,background,436,1,4140,0
2016-04-11 01:09:03,0.156,42.219.152.246,194.233.64.51,80,42790,TCP,.AP.S.,0,0,2,1172,background,441,1,4143,3
2016-04-11 01:09:03,0.28,194.233.64.51,42.219.152.246,42790,80,TCP,.AP.S.,0,0,4,507,background,1172,1,4143,0
2016-04-11 01:09:34,0.26,42.219.152.246,211.166.123.26,80,33587,TCP,.AP.S.,0,0,28,39219,background,507,1,4174,31
2016-04-11 01:09:34,0.292,211.166.123.26,42.219.152.246,33587,80,TCP,.AP.S.,0,40,11,890,background,39219,1,4174,0
