te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 01:22:36,0.0,217.156.57.81,42.219.152.127,6764,5084,UDP,.A....,0,40,1,434,background,435,1,4956,0
2016-04-11 01:22:36,0.0,217.156.57.81,42.219.152.127,6764,5085,UDP,.A....,0,40,1,434,background,434,1,4956,0
2016-04-11 01:22:36,0.0,217.156.57.81,42.219.152.127,6764,5086,UDP,.A....,0,40,1,432,background,434,1,4956,0
2016-04-11 01:22:37,0.0,217.156.57.81,42.219.152.127,6764,5087,UDP,.A....,0,40,1,435,background,432,1,4957,1
2016-04-11 01:22:37,0.0,217.156.57.81,42.219.152.127,6764,5088,UDP,.A....,0,40,1,435,background,435,1,4957,0
2016-04-11 01:22:37,0.0,217.156.57.81,42.219.152.127,6764,5089,UDP,.A....,0,40,1,436,background,435,1,4957,0
2016-04-11 01:22:37,0.0,217.156.57.81,42.219.152.127,6764,5090,UDP,.A....,0,40,1,435,background,436,1,4957,0
2016-04-11 01:23:35,0.0,143.72.8.137,42.219.152.127,53,58013,UDP,.A....,0,0,1,196,background,435,1,5015,58
2016-04-11 01:23:35,0.0,143.72.8.137,42.219.152.127,53,60430,UDP,.A....,0,0,1,154,background,196,1,5015,0
2016-04-11 01:23:35,0.0,143.72.8.137,42.219.152.127,53,61412,UDP,.A....,0,0,1,185,background,154,1,5015,0
2016-04-11 01:23:35,0.0,42.219.152.127,143.72.8.137,58013,53,UDP,.A....,0,0,1,121,background,185,1,5015,0
2016-04-11 01:23:35,0.0,42.219.152.127,143.72.8.137,60430,53,UDP,.A....,0,0,1,79,background,121,1,5015,0
2016-04-11 01:23:35,0.0,42.219.152.127,143.72.8.137,61412,53,UDP,.A....,0,0,1,110,background,79,1,5015,0
2016-04-11 01:33:31,5.0,77.129.120.245,42.219.152.127,59637,23,TCP,....S.,0,8,5,300,background,110,1,5611,596
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.152.127,14064,22,TCP,....S.,0,40,1,48,background,300,1,5708,97
2016-04-11 01:38:15,0.0,69.81.144.249,42.219.152.127,52219,17,UDP,.A....,0,40,1,28,background,48,1,5895,187
2016-04-11 01:41:10,7.096,42.219.152.127,84.223.61.74,52748,53,UDP,.A....,0,0,5,320,background,28,1,6070,175
2016-04-11 01:45:27,9.0,240.74.235.26,42.219.152.127,37506,23,TCP,....S.,0,72,3,180,background,320,1,6327,257
2016-04-11 01:45:38,0.0,33.12.99.120,42.219.152.127,5380,5060,UDP,.A....,0,0,1,443,background,180,1,6338,11
2016-04-11 01:46:04,1.156,42.219.152.127,117.208.149.198,443,16416,TCP,.AP.SF,0,0,4,223,background,443,1,6364,26
2016-04-11 01:46:04,1.16,117.208.149.198,42.219.152.127,16416,443,TCP,.AP.SF,0,72,6,459,background,223,1,6364,0
2016-04-11 01:48:43,0.0,42.219.152.127,49.149.152.95,0,0,ICMP,.A....,0,0,1,32,background,459,1,6523,159
2016-04-11 01:48:43,0.0,49.149.152.95,42.219.152.127,0,2048,ICMP,.A....,0,0,1,32,background,32,1,6523,0
2016-04-11 01:52:44,7.0920000000000005,42.219.152.127,84.223.61.74,54125,53,UDP,.A....,0,0,5,320,background,32,1,6764,241
2016-04-11 01:52:48,0.0,143.72.8.137,42.219.152.127,53,55005,UDP,.A....,0,0,1,139,background,320,1,6768,4
2016-04-11 01:52:48,0.0,143.72.8.137,42.219.152.127,53,56550,UDP,.A....,0,0,1,139,background,139,1,6768,0
2016-04-11 01:52:49,0.0,42.219.152.127,143.72.8.137,55005,53,UDP,.A....,0,0,1,64,background,139,1,6769,1
2016-04-11 01:52:49,0.0,42.219.152.127,143.72.8.137,56550,53,UDP,.A....,0,0,1,64,background,64,1,6769,0
2016-04-11 01:53:39,0.0,36.37.136.91,42.219.152.127,5060,5060,UDP,.A....,0,0,1,432,background,64,1,6819,50
2016-04-11 01:57:34,0.0,92.42.61.251,42.219.152.127,4248,23,TCP,....S.,0,40,1,60,background,432,1,7054,235
2016-04-11 01:58:51,0.0,69.124.8.90,42.219.152.127,38328,123,UDP,.A....,0,40,1,37,background,60,1,7131,77
2016-04-11 02:01:49,9.0,72.228.239.40,42.219.152.127,2060,4028,TCP,....S.,0,72,3,180,background,37,2,7309,178
2016-04-11 02:07:32,7.004,92.27.199.149,42.219.152.127,45846,23,TCP,....S.,0,72,4,240,background,180,2,7652,343
2016-04-11 02:08:47,0.0,143.72.8.137,42.219.152.127,53,52251,UDP,.A....,0,0,1,139,background,240,2,7727,75
2016-04-11 02:08:47,0.0,42.219.152.127,143.72.8.137,52251,53,UDP,.A....,0,0,1,64,background,139,2,7727,0
2016-04-11 02:09:08,0.0,143.72.8.137,42.219.152.127,53,50328,UDP,.A....,0,0,1,139,background,64,2,7748,21
2016-04-11 02:09:08,0.0,42.219.152.127,143.72.8.137,50328,53,UDP,.A....,0,0,1,64,background,139,2,7748,0
2016-04-11 02:12:23,0.0,209.34.91.48,42.219.152.127,37870,23,TCP,....S.,0,0,1,52,background,64,2,7943,195
2016-04-11 02:14:23,0.0,143.72.8.137,42.219.152.127,53,50200,UDP,.A....,0,0,1,154,background,52,2,8063,120
2016-04-11 02:14:23,0.0,42.219.152.127,143.72.8.137,0,771,ICMP,.A....,0,0,1,213,background,154,2,8063,0
2016-04-11 02:14:23,0.0,42.219.152.127,143.72.8.137,50200,53,UDP,.A....,0,0,1,79,background,213,2,8063,0
2016-04-11 02:14:23,0.0,42.219.152.127,143.72.8.137,50742,53,UDP,.A....,0,0,1,121,background,79,2,8063,0
2016-04-11 02:14:23,0.048,143.72.8.137,42.219.152.127,53,49539,UDP,.A....,0,0,2,370,background,121,2,8063,0
2016-04-11 02:14:23,0.092,42.219.152.127,143.72.8.137,49539,53,UDP,.A....,0,0,2,220,background,370,2,8063,0
2016-04-11 02:14:24,0.0,143.72.8.137,42.219.152.127,53,50742,UDP,.A....,0,0,1,196,background,220,2,8064,1
2016-04-11 02:15:08,3.036,218.49.186.39,42.219.152.127,46538,23,TCP,....S.,0,40,2,104,background,196,2,8108,44
2016-04-11 02:15:18,0.0,188.30.97.87,42.219.152.127,80,35891,TCP,.A..S.,0,40,1,44,background,104,2,8118,10
2016-04-11 02:16:42,3.04,75.20.19.182,42.219.152.127,56159,23,TCP,....S.,0,40,2,104,background,44,2,8202,84
2016-04-11 02:17:02,0.0,56.207.76.118,42.219.152.127,999,53,UDP,.A....,0,40,1,65,background,104,2,8222,20
2016-04-11 02:18:21,0.0,222.156.17.131,42.219.152.127,46690,9443,TCP,....S.,0,40,1,40,background,65,2,8301,79
2016-04-11 02:18:49,0.0,222.156.17.131,42.219.152.127,46690,5443,TCP,....S.,0,40,1,40,background,40,2,8329,28
2016-04-11 02:18:52,0.0,222.156.17.131,42.219.152.127,46690,8443,TCP,....S.,0,40,1,40,background,40,2,8332,3
2016-04-11 02:19:02,0.0,222.156.17.131,42.219.152.127,46690,4444,TCP,....S.,0,40,1,40,background,40,2,8342,10
2016-04-11 02:19:11,0.0,42.219.152.127,222.156.17.131,443,46690,TCP,.A..S.,0,0,1,44,background,40,2,8351,9
2016-04-11 02:19:11,0.048,222.156.17.131,42.219.152.127,46690,443,TCP,...RS.,0,40,3,120,background,44,2,8351,0
2016-04-11 02:20:02,0.0,43.42.79.244,42.219.152.127,36673,137,UDP,.A....,0,0,1,78,background,120,2,8402,51
2016-04-11 02:21:54,0.0,42.219.152.127,143.72.8.137,0,771,ICMP,.A....,0,0,1,168,background,78,2,8514,112
2016-04-11 02:21:54,0.092,143.72.8.137,42.219.152.127,53,63184,UDP,.A....,0,0,2,280,background,168,2,8514,0
2016-04-11 02:21:54,0.092,42.219.152.127,143.72.8.137,63184,53,UDP,.A....,0,0,2,130,background,280,2,8514,0
2016-04-11 02:23:03,7.004,48.73.6.241,42.219.152.127,41759,23,TCP,....S.,0,40,4,240,background,130,2,8583,69
2016-04-11 02:24:27,0.0,208.43.183.102,42.219.152.127,49821,8079,TCP,....S.,0,40,1,40,background,240,2,8667,84
2016-04-11 02:25:11,0.0,143.72.8.137,42.219.152.127,53,56572,UDP,.A....,0,0,1,138,background,40,2,8711,44
2016-04-11 02:25:11,0.0,42.219.152.127,143.72.8.137,56572,53,UDP,.A....,0,0,1,63,background,138,2,8711,0
2016-04-11 02:25:14,0.0,143.72.8.137,42.219.152.127,53,58417,UDP,.A....,0,0,1,161,background,63,2,8714,3
2016-04-11 02:25:14,0.0,143.72.8.137,42.219.152.127,53,58847,UDP,.A....,0,0,1,208,background,161,2,8714,0
2016-04-11 02:25:14,0.0,42.219.152.127,143.72.8.137,58417,53,UDP,.A....,0,0,1,81,background,208,2,8714,0
2016-04-11 02:25:14,0.0,42.219.152.127,143.72.8.137,58847,53,UDP,.A....,0,0,1,81,background,81,2,8714,0
2016-04-11 02:25:14,0.6,42.219.152.127,193.27.148.110,49548,443,TCP,.AP.S.,0,2,7,3888,background,81,2,8714,0
2016-04-11 02:25:15,0.0,143.72.8.137,42.219.152.127,53,54615,UDP,.A....,0,0,1,182,background,3888,2,8715,1
2016-04-11 02:25:15,0.0,143.72.8.137,42.219.152.127,53,64314,UDP,.A....,0,0,1,121,background,182,2,8715,0
2016-04-11 02:25:15,0.0,193.27.148.110,42.219.152.127,443,49548,TCP,.A....,0,40,2,80,background,121,2,8715,0
2016-04-11 02:25:15,0.0,42.219.152.127,143.72.8.137,54615,53,UDP,.A....,0,0,1,69,background,80,2,8715,0
2016-04-11 02:25:15,0.0,42.219.152.127,143.72.8.137,64314,53,UDP,.A....,0,0,1,69,background,69,2,8715,0
2016-04-11 02:25:15,0.172,42.219.152.127,65.242.235.131,49549,80,TCP,.AP.S.,0,2,2,281,background,69,2,8715,0
2016-04-11 02:25:15,0.172,65.242.235.131,42.219.152.127,80,49549,TCP,.AP.S.,0,42,2,243,background,281,2,8715,0
2016-04-11 02:25:15,0.332,42.219.152.127,65.242.235.131,49549,80,TCP,.A.R..,0,0,3,120,background,243,2,8715,0
2016-04-11 02:25:15,0.604,193.27.148.110,42.219.152.127,443,49548,TCP,.AP.S.,0,42,6,4520,background,120,2,8715,0
2016-04-11 02:25:15,1.168,42.219.152.127,193.27.148.110,49548,443,TCP,.A.R..,0,0,4,160,background,4520,2,8715,0
2016-04-11 02:25:51,3.0,49.184.219.1,42.219.152.127,3954,23,TCP,....S.,0,0,2,120,background,160,2,8751,36
2016-04-11 02:27:56,0.0,68.137.244.153,42.219.152.127,44812,69,UDP,.A....,0,0,1,42,background,120,2,8876,125
2016-04-11 02:31:42,0.0,242.103.59.11,42.219.152.127,46869,102,TCP,....S.,0,0,1,40,background,42,2,9102,226
2016-04-11 02:41:22,7.112,42.219.152.127,84.223.61.74,49283,53,UDP,.A....,0,0,5,320,background,40,2,9682,580
2016-04-11 02:41:57,0.0,124.57.65.249,42.219.152.127,6667,28880,TCP,...R..,0,8,1,40,background,320,2,9717,35
2016-04-11 02:42:24,0.0,176.116.194.129,42.219.152.127,34680,88,TCP,....S.,0,40,1,40,background,40,2,9744,27
2016-04-11 02:43:04,0.0,228.115.176.239,42.219.152.127,6000,1433,TCP,....S.,0,40,1,40,background,40,2,9784,40
2016-04-11 02:46:36,0.0,143.72.8.137,42.219.152.127,53,63089,UDP,.A....,0,0,1,138,background,40,2,9996,212
2016-04-11 02:46:36,0.0,42.219.152.127,143.72.8.137,63089,53,UDP,.A....,0,0,1,63,background,138,2,9996,0
2016-04-11 02:50:19,0.0,248.24.211.32,42.219.152.127,6000,3306,TCP,....S.,0,16,1,40,background,63,2,10219,223
2016-04-11 02:52:45,7.104,42.219.152.127,84.223.61.74,49661,53,UDP,.A....,0,0,5,320,background,40,2,10365,146
2016-04-11 02:52:49,0.0,143.72.8.137,42.219.152.127,53,51971,UDP,.A....,0,0,1,139,background,320,2,10369,4
2016-04-11 02:52:49,0.0,143.72.8.137,42.219.152.127,53,52040,UDP,.A....,0,0,1,139,background,139,2,10369,0
2016-04-11 02:52:49,0.0,42.219.152.127,143.72.8.137,51971,53,UDP,.A....,0,0,1,64,background,139,2,10369,0
2016-04-11 02:52:49,0.0,42.219.152.127,143.72.8.137,52040,53,UDP,.A....,0,0,1,64,background,64,2,10369,0
2016-04-11 02:54:05,0.0,194.231.166.210,42.219.152.127,48569,80,TCP,....S.,0,40,1,40,background,64,2,10445,76
2016-04-11 02:54:35,0.0,217.231.240.101,42.219.152.127,65106,2160,TCP,....S.,0,40,1,40,background,40,2,10475,30
2016-04-11 02:55:24,0.0,209.150.124.198,42.219.152.127,0,771,ICMP,.A....,0,0,1,90,background,40,2,10524,49
2016-04-11 02:57:33,0.0,36.80.70.244,42.219.152.127,5100,5060,UDP,.A....,0,72,1,443,background,90,2,10653,129
2016-04-11 02:58:18,0.0,143.72.8.137,42.219.152.127,53,53391,UDP,.A....,0,0,1,185,background,443,2,10698,45
2016-04-11 02:58:18,0.0,143.72.8.137,42.219.152.127,53,60826,UDP,.A....,0,0,1,196,background,185,2,10698,0
2016-04-11 02:58:18,0.0,42.219.152.127,143.72.8.137,0,771,ICMP,.A....,0,0,1,182,background,196,2,10698,0
2016-04-11 02:58:18,0.0,42.219.152.127,143.72.8.137,53391,53,UDP,.A....,0,0,1,110,background,182,2,10698,0
2016-04-11 02:58:18,0.0,42.219.152.127,143.72.8.137,60826,53,UDP,.A....,0,0,1,121,background,110,2,10698,0
2016-04-11 02:58:18,0.032,143.72.8.137,42.219.152.127,53,59361,UDP,.A....,0,0,2,308,background,121,2,10698,0
2016-04-11 02:58:18,0.092,42.219.152.127,143.72.8.137,59361,53,UDP,.A....,0,0,2,158,background,308,2,10698,0
2016-04-11 03:00:52,0.0,143.72.8.137,42.219.152.127,53,60535,UDP,.A....,0,0,1,185,background,158,3,10852,154
2016-04-11 03:00:52,0.0,42.219.152.127,143.72.8.137,51892,53,UDP,.A....,0,0,1,121,background,185,3,10852,0
2016-04-11 03:00:52,0.0,42.219.152.127,143.72.8.137,60535,53,UDP,.A....,0,0,1,110,background,121,3,10852,0
2016-04-11 03:00:52,0.008,143.72.8.137,42.219.152.127,53,62063,UDP,.A....,0,0,2,308,background,110,3,10852,0
2016-04-11 03:00:52,0.104,42.219.152.127,143.72.8.137,62063,53,UDP,.A....,0,0,2,158,background,308,3,10852,0
2016-04-11 03:00:53,0.0,143.72.8.137,42.219.152.127,53,49156,UDP,.A....,0,0,1,196,background,158,3,10853,1
2016-04-11 03:00:53,0.0,143.72.8.137,42.219.152.127,53,51892,UDP,.A....,0,0,1,196,background,196,3,10853,0
2016-04-11 03:00:53,0.0,143.72.8.137,42.219.152.127,53,56234,UDP,.A....,0,0,1,185,background,196,3,10853,0
2016-04-11 03:00:53,0.0,143.72.8.137,42.219.152.127,53,63551,UDP,.A....,0,0,1,154,background,185,3,10853,0
