te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:24:34,2.932,239.64.45.13,42.219.152.238,4158,445,TCP,....S.,0,72,2,96,background,436,0,1474,100
2016-04-11 00:26:06,0.0,42.219.152.238,43.98.56.92,0,0,ICMP,.A....,0,40,1,44,background,96,0,1566,92
2016-04-11 00:26:06,0.368,43.98.56.92,42.219.152.238,0,2048,ICMP,.A....,0,40,3,132,background,44,0,1566,0
2016-04-11 00:27:01,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,132,0,1621,55
2016-04-11 00:27:01,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,1621,0
2016-04-11 00:27:14,0.0,33.12.117.59,42.219.152.238,5484,5580,UDP,.A....,0,0,1,442,background,76,0,1634,13
2016-04-11 00:28:09,0.0,217.231.240.54,42.219.152.238,39255,2121,TCP,....S.,0,40,1,40,background,442,0,1689,55
2016-04-11 00:28:10,0.0,33.12.107.16,42.219.152.238,5060,5060,UDP,.A....,0,0,1,445,background,40,0,1690,1
2016-04-11 00:31:18,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,445,0,1878,188
2016-04-11 00:31:18,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,1878,0
2016-04-11 00:32:03,0.0,42.219.152.238,104.235.132.155,0,0,ICMP,.A....,0,0,1,44,background,76,0,1923,45
2016-04-11 00:32:03,0.14,104.235.132.155,42.219.152.238,0,2048,ICMP,.A....,0,0,3,132,background,44,0,1923,0
2016-04-11 00:34:42,0.0,42.219.152.238,42.91.55.165,0,0,ICMP,.A....,0,72,1,44,background,132,0,2082,159
2016-04-11 00:34:42,0.17600000000000002,42.91.55.165,42.219.152.238,0,2048,ICMP,.A....,0,72,3,132,background,44,0,2082,0
2016-04-11 00:35:33,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,132,0,2133,51
2016-04-11 00:35:33,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,2133,0
2016-04-11 00:35:49,0.0,182.42.182.186,42.219.152.238,9090,22,TCP,....S.,0,40,1,40,background,76,0,2149,16
2016-04-11 00:36:39,0.0,82.7.67.216,42.219.152.238,34114,1604,TCP,....S.,0,0,1,40,background,40,0,2199,50
2016-04-11 00:37:52,2.928,66.97.60.31,42.219.152.238,2582,445,TCP,....S.,0,72,2,96,background,40,0,2272,73
2016-04-11 00:39:26,0.0,176.116.195.149,42.219.152.238,5137,5065,UDP,.A....,0,40,1,439,background,96,0,2366,94
2016-04-11 00:39:38,2.8680000000000003,201.101.73.94,42.219.152.238,3014,445,TCP,....S.,0,0,2,96,background,439,0,2378,12
2016-04-11 00:39:49,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,96,0,2389,11
2016-04-11 00:39:49,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,2389,0
2016-04-11 00:39:50,0.0,56.207.76.118,42.219.152.238,999,53,UDP,.A....,0,40,1,65,background,76,0,2390,1
2016-04-11 00:43:04,0.0,225.230.216.251,42.219.152.238,6000,3306,TCP,....S.,0,40,1,40,background,65,0,2584,194
2016-04-11 00:44:06,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,40,0,2646,62
2016-04-11 00:44:06,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,2646,0
2016-04-11 00:44:41,0.0,237.41.247.88,42.219.152.238,20000,53,UDP,.A....,0,40,1,69,background,76,0,2681,35
2016-04-11 00:45:00,0.0,60.133.101.194,42.219.152.238,5145,5060,UDP,.A....,0,40,1,442,background,69,0,2700,19
2016-04-11 00:46:24,0.0,218.12.179.68,42.219.152.238,59781,3128,TCP,....S.,0,0,1,40,background,442,0,2784,84
2016-04-11 00:47:43,0.0,82.167.246.233,42.219.152.238,41620,1900,UDP,.A....,0,0,1,125,background,40,0,2863,79
2016-04-11 00:48:49,0.0,242.100.155.243,42.219.152.238,60141,8080,TCP,....S.,0,0,1,40,background,125,0,2929,66
2016-04-11 00:52:38,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,40,0,3158,229
2016-04-11 00:52:38,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,3158,0
2016-04-11 00:52:47,0.0,216.156.202.228,42.219.152.238,5068,5060,UDP,.A....,0,40,1,442,background,76,0,3167,9
2016-04-11 00:53:19,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,442,0,3199,32
2016-04-11 00:53:19,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,3199,0
2016-04-11 00:54:22,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,0,3262,63
2016-04-11 00:54:22,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,3262,0
2016-04-11 00:55:25,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,0,3325,63
2016-04-11 00:55:25,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,3325,0
2016-04-11 00:55:58,0.0,176.116.195.149,42.219.152.238,5090,6000,UDP,.A....,0,40,1,439,background,76,0,3358,33
2016-04-11 00:56:02,8.996,212.194.208.203,42.219.152.238,53137,23,TCP,....S.,0,0,3,180,background,439,0,3362,4
2016-04-11 00:56:30,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,180,0,3390,28
2016-04-11 00:56:30,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,3390,0
2016-04-11 00:57:36,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,0,3456,66
2016-04-11 00:57:36,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,3456,0
2016-04-11 00:58:26,0.0,224.7.72.145,42.219.152.238,25165,8080,TCP,....S.,0,40,1,40,background,76,0,3506,50
2016-04-11 00:58:42,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,40,0,3522,16
2016-04-11 00:58:42,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,3522,0
2016-04-11 00:59:47,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,0,3587,65
2016-04-11 00:59:47,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,0,3587,0
2016-04-11 01:00:51,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,3651,64
2016-04-11 01:00:51,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,3651,0
2016-04-11 01:01:35,0.0,42.219.152.238,42.91.63.126,0,0,ICMP,.A....,0,40,1,44,background,76,1,3695,44
2016-04-11 01:01:35,0.8079999999999999,42.91.63.126,42.219.152.238,0,2048,ICMP,.A....,0,40,3,132,background,44,1,3695,0
2016-04-11 01:01:56,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,132,1,3716,21
2016-04-11 01:01:56,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,3716,0
2016-04-11 01:03:01,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,3781,65
2016-04-11 01:03:01,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,3781,0
2016-04-11 01:03:50,0.0,73.213.27.178,42.219.152.238,20001,53,UDP,.A....,0,40,1,69,background,76,1,3830,49
2016-04-11 01:04:07,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,69,1,3847,17
2016-04-11 01:04:07,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,3847,0
2016-04-11 01:04:30,0.0,42.219.152.238,174.27.254.12,0,0,ICMP,.A....,0,72,1,44,background,76,1,3870,23
2016-04-11 01:04:30,0.46,174.27.254.12,42.219.152.238,0,2048,ICMP,.A....,0,72,3,132,background,44,1,3870,0
2016-04-11 01:05:06,3.064,174.41.183.182,42.219.152.238,4728,445,TCP,....S.,0,0,2,96,background,132,1,3906,36
2016-04-11 01:05:10,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,96,1,3910,4
2016-04-11 01:05:10,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,3910,0
2016-04-11 01:05:32,2.9960000000000004,76.58.116.134,42.219.152.238,4089,23,TCP,....S.,0,40,2,120,background,76,1,3932,22
2016-04-11 01:06:16,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,120,1,3976,44
2016-04-11 01:06:16,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,3976,0
2016-04-11 01:07:19,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,4039,63
2016-04-11 01:07:19,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4039,0
2016-04-11 01:08:25,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,4105,66
2016-04-11 01:08:25,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4105,0
2016-04-11 01:09:29,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,4169,64
2016-04-11 01:09:29,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4169,0
2016-04-11 01:09:49,0.0,217.156.57.81,42.219.152.238,6764,5061,UDP,.A....,0,40,1,432,background,76,1,4189,20
2016-04-11 01:09:50,0.0,217.156.57.81,42.219.152.238,6764,5062,UDP,.A....,0,40,1,434,background,432,1,4190,1
2016-04-11 01:09:50,0.0,217.156.57.81,42.219.152.238,6764,5063,UDP,.A....,0,40,1,432,background,434,1,4190,0
2016-04-11 01:09:50,0.0,217.156.57.81,42.219.152.238,6764,5064,UDP,.A....,0,40,1,428,background,432,1,4190,0
2016-04-11 01:09:50,0.0,217.156.57.81,42.219.152.238,6764,5065,UDP,.A....,0,40,1,435,background,428,1,4190,0
2016-04-11 01:09:51,0.0,217.156.57.81,42.219.152.238,6764,5066,UDP,.A....,0,40,1,434,background,435,1,4191,1
2016-04-11 01:09:51,0.0,217.156.57.81,42.219.152.238,6764,5067,UDP,.A....,0,40,1,434,background,434,1,4191,0
2016-04-11 01:09:51,0.0,217.156.57.81,42.219.152.238,6764,5068,UDP,.A....,0,40,1,431,background,434,1,4191,0
2016-04-11 01:09:52,0.0,217.156.57.81,42.219.152.238,6764,5069,UDP,.A....,0,40,1,434,background,431,1,4192,1
2016-04-11 01:09:52,0.0,217.156.57.81,42.219.152.238,6764,5070,UDP,.A....,0,40,1,434,background,434,1,4192,0
2016-04-11 01:09:52,0.0,217.156.57.81,42.219.152.238,6764,5077,UDP,.A....,0,40,1,434,background,434,1,4192,0
2016-04-11 01:09:52,0.0,217.156.57.81,42.219.152.238,6764,5078,UDP,.A....,0,40,1,434,background,434,1,4192,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5071,UDP,.A....,0,40,1,433,background,434,1,4193,1
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5072,UDP,.A....,0,40,1,434,background,433,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5073,UDP,.A....,0,40,1,434,background,434,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5074,UDP,.A....,0,40,1,434,background,434,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5075,UDP,.A....,0,40,1,433,background,434,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5076,UDP,.A....,0,40,1,434,background,433,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5079,UDP,.A....,0,40,1,432,background,434,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5080,UDP,.A....,0,40,1,432,background,432,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5081,UDP,.A....,0,40,1,433,background,432,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5082,UDP,.A....,0,40,1,434,background,433,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5083,UDP,.A....,0,40,1,434,background,434,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5084,UDP,.A....,0,40,1,434,background,434,1,4193,0
2016-04-11 01:09:53,0.0,217.156.57.81,42.219.152.238,6764,5085,UDP,.A....,0,40,1,434,background,434,1,4193,0
2016-04-11 01:09:54,0.0,217.156.57.81,42.219.152.238,6764,5086,UDP,.A....,0,40,1,433,background,434,1,4194,1
2016-04-11 01:09:54,0.0,217.156.57.81,42.219.152.238,6764,5087,UDP,.A....,0,40,1,434,background,433,1,4194,0
2016-04-11 01:09:54,0.0,217.156.57.81,42.219.152.238,6764,5088,UDP,.A....,0,40,1,434,background,434,1,4194,0
2016-04-11 01:09:54,0.0,217.156.57.81,42.219.152.238,6764,5089,UDP,.A....,0,40,1,433,background,434,1,4194,0
2016-04-11 01:09:55,0.0,217.156.57.81,42.219.152.238,6764,5090,UDP,.A....,0,40,1,433,background,433,1,4195,1
2016-04-11 01:10:32,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,433,1,4232,37
2016-04-11 01:10:32,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4232,0
2016-04-11 01:10:59,0.0,42.219.152.238,241.23.141.188,0,0,ICMP,.A....,0,40,1,44,background,76,1,4259,27
2016-04-11 01:10:59,0.38,241.23.141.188,42.219.152.238,0,2048,ICMP,.A....,0,40,3,132,background,44,1,4259,0
2016-04-11 01:11:30,0.0,213.82.166.3,42.219.152.238,5724,5060,UDP,.A....,0,40,1,439,background,132,1,4290,31
2016-04-11 01:11:37,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,439,1,4297,7
2016-04-11 01:11:37,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4297,0
2016-04-11 01:11:47,0.0,240.62.27.30,42.219.152.238,42535,21320,TCP,....S.,0,0,1,40,background,76,1,4307,10
2016-04-11 01:12:30,0.0,176.116.195.149,42.219.152.238,5108,5040,UDP,.A....,0,40,1,440,background,40,1,4350,43
2016-04-11 01:12:42,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,440,1,4362,12
2016-04-11 01:12:42,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4362,0
2016-04-11 01:13:47,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,4427,65
2016-04-11 01:13:47,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4427,0
2016-04-11 01:14:24,0.0,236.43.144.65,42.219.152.238,6000,3306,TCP,....S.,0,0,1,40,background,76,1,4464,37
2016-04-11 01:14:50,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,40,1,4490,26
2016-04-11 01:14:50,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4490,0
2016-04-11 01:15:56,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,4556,66
2016-04-11 01:15:56,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4556,0
2016-04-11 01:16:38,0.0,42.219.152.238,73.57.73.120,0,0,ICMP,.A....,0,40,1,44,background,76,1,4598,42
2016-04-11 01:16:38,1.364,73.57.73.120,42.219.152.238,0,2048,ICMP,.A....,0,40,2,88,background,44,1,4598,0
2016-04-11 01:16:58,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,88,1,4618,20
2016-04-11 01:16:59,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,4619,1
2016-04-11 01:18:02,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,4682,63
2016-04-11 01:18:02,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4682,0
2016-04-11 01:18:28,8.984,224.36.5.69,42.219.152.238,49471,23,TCP,....S.,0,40,2,120,background,76,1,4708,26
2016-04-11 01:20:12,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,120,1,4812,104
2016-04-11 01:20:12,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4812,0
2016-04-11 01:20:55,0.0,125.83.204.76,42.219.152.238,0,2048,ICMP,.A....,0,0,1,32,background,76,1,4855,43
2016-04-11 01:20:55,0.0,42.219.152.238,125.83.204.76,0,0,ICMP,.A....,0,0,1,32,background,32,1,4855,0
2016-04-11 01:21:45,0.0,42.219.152.238,127.220.187.63,0,0,ICMP,.A....,0,0,1,44,background,32,1,4905,50
2016-04-11 01:21:45,0.112,127.220.187.63,42.219.152.238,0,2048,ICMP,.A....,0,0,3,132,background,44,1,4905,0
2016-04-11 01:22:19,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,132,1,4939,34
2016-04-11 01:22:19,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,4939,0
2016-04-11 01:22:29,3.108,232.247.194.221,42.219.152.238,60718,23,TCP,....S.,0,40,2,104,background,76,1,4949,10
2016-04-11 01:24:29,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,104,1,5069,120
2016-04-11 01:24:29,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,5069,0
2016-04-11 01:25:34,0.0,32.100.20.28,42.219.152.238,41478,563,TCP,....S.,0,40,1,40,background,76,1,5134,65
2016-04-11 01:26:39,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,40,1,5199,65
2016-04-11 01:26:39,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,5199,0
2016-04-11 01:28:47,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,5327,128
2016-04-11 01:28:47,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,5327,0
2016-04-11 01:29:10,0.0,42.219.152.238,218.61.216.121,0,0,ICMP,.A....,0,40,1,44,background,76,1,5350,23
2016-04-11 01:29:10,0.084,218.61.216.121,42.219.152.238,0,2048,ICMP,.A....,0,40,3,132,background,44,1,5350,0
2016-04-11 01:30:56,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,132,1,5456,106
2016-04-11 01:30:56,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,5456,0
2016-04-11 01:31:26,0.0,69.81.144.249,42.219.152.238,47875,17,UDP,.A....,0,40,1,28,background,76,1,5486,30
2016-04-11 01:32:37,0.0,56.207.76.118,42.219.152.238,999,53,UDP,.A....,0,40,1,65,background,28,1,5557,71
2016-04-11 01:33:03,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,65,1,5583,26
2016-04-11 01:33:03,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,5583,0
2016-04-11 01:33:16,0.0,78.180.95.118,42.219.152.238,59643,123,UDP,.A....,0,40,1,220,background,76,1,5596,13
2016-04-11 01:35:08,0.0,246.205.68.186,42.219.152.238,14064,22,TCP,....S.,0,40,1,48,background,220,1,5708,112
2016-04-11 01:35:11,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,48,1,5711,3
2016-04-11 01:35:11,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,5711,0
2016-04-11 01:37:20,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,76,1,5840,129
2016-04-11 01:37:20,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,5840,0
2016-04-11 01:37:32,3.036,71.234.40.126,42.219.152.238,4133,445,TCP,....S.,0,72,2,96,background,76,1,5852,12
2016-04-11 01:39:30,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,96,1,5970,118
2016-04-11 01:39:30,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,5970,0
2016-04-11 01:39:40,0.0,209.150.124.198,42.219.152.238,9666,52652,UDP,.A....,0,0,1,60,background,76,1,5980,10
2016-04-11 01:41:38,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,60,1,6098,118
2016-04-11 01:41:38,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,6098,0
2016-04-11 01:41:55,0.0,42.219.152.238,37.156.99.29,0,0,ICMP,.A....,0,72,1,44,background,76,1,6115,17
2016-04-11 01:41:55,1.36,37.156.99.29,42.219.152.238,0,2048,ICMP,.A....,0,72,3,132,background,44,1,6115,0
2016-04-11 01:42:17,0.0,42.219.152.238,241.23.19.65,0,0,ICMP,.A....,0,40,1,44,background,132,1,6137,22
2016-04-11 01:42:17,0.396,241.23.19.65,42.219.152.238,0,2048,ICMP,.A....,0,40,3,132,background,44,1,6137,0
2016-04-11 01:43:47,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,132,1,6227,90
2016-04-11 01:43:47,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,6227,0
2016-04-11 01:44:17,0.0,56.207.76.118,42.219.152.238,999,53,UDP,.A....,0,40,1,65,background,76,1,6257,30
2016-04-11 01:45:37,0.0,33.12.99.120,42.219.152.238,5380,5060,UDP,.A....,0,0,1,444,background,65,1,6337,80
2016-04-11 01:45:44,0.0,42.219.152.238,69.26.148.136,0,0,ICMP,.A....,0,40,1,44,background,444,1,6344,7
2016-04-11 01:45:44,0.036000000000000004,69.26.148.136,42.219.152.238,0,2048,ICMP,.A....,0,40,3,132,background,44,1,6344,0
2016-04-11 01:45:54,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,132,1,6354,10
2016-04-11 01:45:54,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,6354,0
2016-04-11 01:46:53,0.0,242.100.247.131,42.219.152.238,46970,8888,TCP,....S.,0,0,1,40,background,76,1,6413,59
2016-04-11 01:48:01,0.0,218.66.166.63,42.219.152.238,123,123,UDP,.A....,0,72,1,76,background,40,1,6481,68
2016-04-11 01:48:01,0.0,42.219.152.238,218.66.166.63,123,123,UDP,.A....,0,0,1,76,background,76,1,6481,0
